X2C_Neg1_1	X2C_Neg1_2	X2C_Neg2_1	X2C_Neg2_2	X2C_Pos1_1	X2C_Pos1_2	X2C_Pos2_1	X2C_Pos2_2	Neg_mean	Pos_mean	FC
1110002N22Rik	39.1674063741053	34.4844703131202	33.5301796878855	34.3576646387933	17.7281023990636	28.6938680896995	22.5856525392466	29.1740559599855	35.3849302534761	24.5454197469988	-0.527681237439654
1110003E01Rik	24.3602161595045	32.1964011928184	25.2792977751598	24.0914301849706	29.6753018419108	34.689601720383	21.6941136232237	27.4778899158003	26.4818363281133	28.3842267753295	0.100086274872233
1110004E09Rik	18.9468347907257	17.1605184022636	16.5017638254515	13.140780100893	13.4887735645049	15.8458674525206	12.1843651856462	9.49852984743715	16.4374742798335	12.7543840125272	-0.365995412956145
1110004F10Rik	110.974318059965	108.029549179964	101.99494449561	111.285981479438	110.60794322894	92.077337899782	112.03672378021	129.58708577575	108.071198303744	111.077272671171	0.0395815731500457
1110005A03Rik	8.2792891522499	10.1328775327652	9.65528734467909	11.9088319664343	2.31236118248656	8.13706707021329	4.75487421878876	6.10619775906674	9.99407149903213	5.32762505763884	-0.90757998595173
1110006O24Rik	1.43295389173556	1.47090157733688	1.75550678994165	1.36883126050969	3.08314824331541	1	1	1	1.50704837988095	1.52078706082885	0.0130924307402507
1110007C09Rik	3.66199327887976	1.79776859452286	1.22885475295916	3.14831189917229	3.08314824331541	2.99786681534174	1.18871855469719	5.08849813255562	2.45923213138352	3.08955793647749	0.329192507655238
1110008F13Rik	30.7289001227737	37.75314048498	35.8123385148097	37.5059765379656	12.7179865036761	24.8394678985458	17.2364190431093	18.3185932772002	35.4500889151322	18.2781166806328	-0.955671818688321
1110008J03Rik	13.3742363228652	9.15227648120727	10.3574900606557	11.4981825882814	9.63483826036065	6.85226700649541	3.86333530276587	6.44543096790378	11.0955463632524	6.69896788438143	-0.727969969434116
1110008L16Rik	54.2930307868695	37.099406450608	49.8563928343429	56.9433804372032	26.9775471290098	28.6938680896995	36.2559159182643	28.4955895423115	49.5480526272559	30.1057301698213	-0.718790248427284
1110008P14Rik	15.4440586109277	18.9582869967865	18.2572706153932	17.2472738824221	12.3325929732616	15.8458674525206	10.6984669922747	10.8554626827853	17.4767225263824	12.4330975252106	-0.491248888699969
1110012J17Rik	11.6228482329662	18.9582869967865	11.4107941346207	12.0457150924853	3.08314824331541	5.99573363068348	13.0759041016691	9.49852984743715	13.5094111142147	7.91332895577628	-0.77160815165264
1110012L19Rik	21.4943083760334	18.9582869967865	23.1726896272298	19.5742870252886	14.2595606253338	20.1285343315803	25.5574489259896	26.1209570804522	20.7998930063346	21.5166252408389	0.0488757099715666
1110014N23Rik	7.00555235959607	5.22987227497558	7.89978055473743	4.51714315968199	7.70787060828852	5.13920025487155	5.64641313481166	3.39233208837041	6.16308708724777	5.47145402158554	-0.171728901583831
1110018G07Rik	9.71224304398546	9.64257700698623	11.7618954926091	7.66545505885428	11.1764123820184	13.2762673250848	9.21256879890323	13.9085615623187	9.69554265060876	11.8934525170813	0.29477401977147
1110018J18Rik	5.89103266602397	6.37390683512649	8.0753312337316	6.70727317649749	3.46854177372983	8.56533375811926	7.42949096685744	5.42773134139266	6.76188597784489	6.2227744600248	-0.119867731291741
1110019D14Rik	7.00555235959607	5.72017280075454	5.79317240680745	3.5589612773252	3.85393530414426	2.56960012743578	3.86333530276587	3.39233208837041	5.51946471112082	3.41980070567908	-0.690616106082684
1110020A21Rik	1	1	1	1	1.5415741216577	1.28480006371789	1	1	1	1.2065935463439	0.27093977101547
1110020G09Rik	15.284841511846	27.4568294436218	17.2039665414282	29.9774046051623	15.0303476861626	30.8352015292293	19.3166765138293	13.9085615623187	22.4807605255146	19.772696822885	-0.185181187375734
1110021J02Rik	2.70669068438939	6.04703981794052	2.63326018491248	3.96961065547811	5.01011589538754	5.56746694277752	2.08025747072008	5.42773134139266	3.83915033568012	4.52139291256945	0.235980239246676
1110021L09Rik	15.9217099081729	5.22987227497558	9.83083802367325	12.3194813445872	16.5719218078203	16.7024008283326	15.7505208497378	23.7463246185929	10.8254753878522	18.1927920261209	0.748936588093442
1110028C15Rik	4.29886167520668	6.53734034371948	4.0376656168658	3.5589612773252	8.47865766911737	2.99786681534174	2.67461674806868	5.42773134139266	4.60820722827929	4.89471814348011	0.0870201909851023
1110031I02Rik	3.18434198163458	3.26867017185974	5.44207104881912	4.92779253783489	3.08314824331541	2.14133343952981	1.18871855469719	1.69616604418521	4.20571893503708	2.02734157043191	-1.05276326175444
1110032A03Rik	1.91060518898075	4.57613824060364	2.10660814792998	2.73766252101939	1	2.14133343952981	2.08025747072008	7.80236380325195	2.83275352463344	3.25598867837546	0.200890603554273
1110034A24Rik	14.0111047191921	11.2769120929161	23.5237909852181	20.3955857815944	18.8842829903069	14.5610673888027	16.0477004884121	16.9616604418521	17.3018483947302	16.6136778273434	-0.0585546893485196
1110034B05Rik	25.4747358530766	24.1881592717621	24.0504430222006	26.1446770757351	25.4359730073521	19.7002676436743	19.6138561525036	21.7109253655706	24.9645038056936	21.6152555422752	-0.207828339632028
1110034G24Rik	8.2792891522499	8.33510893824234	8.25088191272576	9.44493569751688	6.55169001704524	8.99360044602522	9.50974843757752	8.82006342976307	8.57755392518372	8.46877558260277	-0.0184128912409514
1110037F02Rik	46.3321758327831	37.589706976387	44.589872464518	39.5592234287301	49.3303718930465	31.6917349050413	32.3925806154984	47.4926492371858	42.0177446756045	40.226834162693	-0.0628405238262779
1110038B12Rik	54.611464985033	72.2376107981002	71.6246770296194	80.076628739817	75.5371319612275	95.0752047151237	82.6159395514547	121.106255554824	69.6375953881424	93.5836329456574	0.426389848597169
1110038D17Rik	3.34355908071631	3.92240420623169	2.98436154290081	1.50571438656066	2.69775471290098	2.99786681534174	4.45769458011446	5.42773134139266	2.93900980410237	3.89526186243746	0.406390146387521
1110038F14Rik	19.2652689888892	25.332193831913	28.9658620340373	20.2587026555435	26.9775471290098	29.1221347776055	21.991293261898	21.7109253655706	23.4555068775957	24.950475133521	0.0891406110973412
1110049F12Rik	27.8629923393026	27.4568294436218	33.5301796878855	38.1903921682204	13.1033800340905	19.7002676436743	21.0997543458751	14.5870279799928	31.7600984097576	17.1226075009082	-0.891312964740038
1110051M20Rik	6.84633526051434	5.39330578356857	4.73986833284246	5.3384419159878	2.69775471290098	5.56746694277752	2.37743710939438	3.05309887953337	5.57948782322829	3.42393941115156	-0.704475521421553
1110054O05Rik	29.932814627365	26.3127948834709	27.3859059230898	29.5667552270094	17.3427088686492	31.6917349050413	26.1518082033382	30.1917555864967	28.2995676652338	26.3445018908813	-0.103278110869415
1110057K04Rik	21.1758741778699	27.7836964608078	35.2856864778272	22.9963651765628	40.8517142239292	40.2570686631605	34.1756584475442	45.1180167753265	26.8104055732669	40.1006145274901	0.580831301838791
1110058L19Rik	21.4943083760334	22.0635236600532	20.0127774053348	18.2054557647789	15.0303476861626	16.7024008283326	11.2928262696233	10.8554626827853	20.4440163015501	13.4702593667259	-0.601901016993653
1110059E24Rik	42.3517483557399	25.8224943576919	41.6055109216172	34.7683140169462	57.4236360317495	82.6554707658508	88.856711963615	85.8260018357714	36.1370169129988	78.6904551492467	1.12271123537317
1110059G10Rik	10.6675456384758	8.17167542964935	11.0596927766324	10.6768838319756	19.2696765207213	10.7066671976491	16.0477004884121	22.0501585744077	10.1439494191833	17.0185506952975	0.746488725036106
1110065P20Rik	1	1.63433508592987	1	1.23194813445872	1	1.28480006371789	1.48589819337149	1	1.21657080509715	1.19267456427234	-0.028619848491471
1110067D22Rik	8.91615754857682	12.094079635881	7.19757783876077	13.277663226944	11.1764123820184	11.563200573461	7.72667060553174	10.1769962651112	10.3713695625407	10.1608199565306	-0.0295895886118216
1190002F15Rik	2.38825648622593	1	1	1	1.5415741216577	1	1	1	1.34706412155648	1.13539353041443	-0.246626099986954
1190002H23Rik	1	1	1	1	4.23932883455869	5.99573363068348	5.34923349613736	3.73156529720745	1	4.82896531464674	2.27171410099931
1190002N15Rik	4.29886167520668	19.9388880483444	12.6396488875799	14.9202607395556	16.9573153382347	4.28266687905963	11.8871855469719	11.1946958916224	12.9494148376717	11.0804659139722	-0.224868360982111
1190003J15Rik	17.5138808989902	22.7172576944252	18.9594733313698	19.3005207731867	5.78090295621639	8.56533375811926	8.61820952155463	4.74926492371858	19.622783174493	6.92842778990221	-1.50192976312287
1190005F20Rik	23.0864793668507	21.2463561170883	21.4171828372882	25.4602614454803	26.206760068181	20.9850677073922	31.2038620608013	22.0501585744077	22.8025699416769	25.1114621026955	0.139149600165557
1190005I06Rik	7.32398655775953	5.22987227497558	7.19757783876077	3.69584440337617	1	2.14133343952981	6.53795205083455	2.03539925302225	5.86182026871801	2.92867118584665	-1.00110250882999
1190007F08Rik	1	1	1.05330407396499	1	1	1	1.18871855469719	2.03539925302225	1.01332601849125	1.30602945192986	0.366089022411011
1190007I07Rik	12.7373679265383	14.5455822647758	13.6929529615449	15.6046763698105	13.1033800340905	9.85013382183715	15.4533412110635	11.1946958916224	14.1451448806674	12.4003877396534	-0.18992172150426
1200011I18Rik	23.0864793668507	20.7560555913093	24.0504430222006	25.0496120673274	31.2168759635685	34.689601720383	31.5010416994756	23.4070914097558	23.235647511922	30.2036526982957	0.378383184111988
1200011M11Rik	41.2372286621678	29.5814650553306	40.2011054896638	40.6542884371379	47.01801071056	50.9637358608096	53.7895146000479	44.1003171488154	37.918521911075	48.9678945800582	0.368933439241223
1200014J11Rik	42.8293996529851	38.8971750451309	38.9722507367047	31.209352739621	59.735997214236	49.6789357970917	46.3600236331904	61.0619775906674	37.9770445436104	54.2092335587964	0.5134109732358
1200016B10Rik	42.0333141575764	26.3127948834709	37.3922946257572	30.3880539833152	42.3932883455869	56.5312028035871	58.5443888188366	56.3127126669488	34.0316144125299	53.4453981587399	0.651190139678995
1300001I01Rik	39.4858405722688	48.7031855607101	53.0163050562379	44.7607822186669	35.8415983285416	35.9744017841009	52.6007960453507	47.8318824460228	46.4915283519709	43.062169651004	-0.110546843160322
1300002E11Rik	4.77651297245187	6.2104733265335	3.86211493787163	4.10649378152908	4.62472236497311	3.4261335032477	6.53795205083455	3.05309887953337	4.73889875459652	4.41047669964718	-0.103617242772634
1300010F03Rik	10.3491114403124	9.80601051557922	6.84647648077244	9.03428631936397	4.62472236497311	9.85013382183715	7.72667060553174	14.2477947711557	9.008971189007	9.11233039087443	0.0164576947613866
1300018I17Rik	2.54747358530766	2.77836964608078	3.33546290088914	3.96961065547811	1.15618059124328	1	1	2.03539925302225	3.15772919693892	1.29789496106638	-1.28271382228564
1300018J18Rik	1	1.14403456015091	1	1.7794806386626	1.15618059124328	2.56960012743578	1	1.35693283534816	1.23087879970338	1.5206783885068	0.305026354972525
1500001M20Rik	28.181426537466	35.6285048732712	32.4768756139206	35.452729647201	21.9674312336223	21.8416010832041	19.3166765138293	11.5339291004594	32.9348841679647	18.6649094827788	-0.819287963998781
1500002O20Rik	6.36868396326915	2.77836964608078	3.86211493787163	6.84415630254846	2.69775471290098	3.4261335032477	3.26897602541727	3.73156529720745	4.96333121244251	3.28110738469335	-0.59712592018459
1500003O03Rik	46.8098271300283	39.7143425880958	54.0696091302029	35.1789633950991	61.6629648663082	65.9530699375183	47.2515625492133	52.5811473697414	43.9431855608565	56.8621861806953	0.371830108950052
1500004A13Rik	1	3.10523666326675	1	1.64259751261163	1.5415741216577	1	1	1	1.6869585439696	1.13539353041443	-0.571232094536366
1500009L16Rik	42.6701825539033	51.8084222239769	40.9033082056405	40.9280546892398	41.2371077543436	31.2634682171353	34.1756584475442	36.2979533455634	44.0774919181901	35.7435469411466	-0.302359330012225
1500010J02Rik	41.2372286621678	50.33752064664	57.405072031092	41.3387040673927	32.7584500852262	41.9701354147844	35.6615566409157	36.6371865544005	47.5796313518231	36.7568321738317	-0.372331658046172
1500011B03Rik	13.8518876201104	19.9388880483444	17.3795172204224	22.311949546308	24.2797924161088	19.7002676436743	20.8025747072008	26.4601902892892	18.3705606087963	22.8107062640683	0.312315462595303
1500011H22Rik	8.91615754857682	12.747813670253	14.7462570355099	11.7719488403834	11.1764123820184	13.2762673250848	14.8589819337149	12.5516287269705	12.0455442736808	12.9658225919472	0.106214155419851
1500011K16Rik	14.4887560164373	13.7284147218109	11.4107941346207	16.8366245042692	6.93708354745967	11.991467261367	6.83513168950885	10.5162294739483	14.1161473442845	9.06997799307094	-0.638175438763941
1500012F01Rik	35.6646301943073	43.1464462685486	37.216743946763	45.8558472270747	51.6427330755331	44.9680022301261	39.8220715823559	59.7050447553193	40.4709169091734	49.0344629108336	0.276910540562462
1500015A07Rik	1	1.14403456015091	1.93105746893582	2.19013001681551	1.92696765207213	3.4261335032477	6.24077241216025	3.39233208837041	1.56630551147556	3.74655141396262	1.2581976086795
1500015O10Rik	1	1	1	1	1	1.28480006371789	1	1.69616604418521	1	1.24524152697577	0.316425594482397
1500031L02Rik	16.0809270072546	18.7948534881935	17.3795172204224	15.8784426219124	10.7910188516039	13.7045340129908	13.6702633790177	9.15929663860011	17.0334350844457	11.8312782205531	-0.525763461445174
1500032L24Rik	50.6310375079898	55.2405259044296	44.589872464518	50.3729903867567	29.2899083114964	40.2570686631605	36.5530955569386	37.9941193897486	50.2086065659235	36.023547980336	-0.478994406479102
1520402A15Rik	1	1	2.10660814792998	1.7794806386626	3.85393530414426	1	1	1	1.47152219664815	1.71348382603607	0.21962326973671
1600002H07Rik	21.8127425741969	18.6314199796005	14.921807714504	17.5210401345241	23.1236118248656	21.4133343952981	20.8025747072008	28.1563563334744	18.2217526007064	23.3739693152097	0.359241023372648
1600002K03Rik	3.50277617979804	4.90300525778961	3.5110135798833	4.10649378152908	2.31236118248656	2.56960012743578	1	1	4.00582219975001	1.72049032748058	-1.21927860656171
1600012F09Rik	52.7008597960523	44.9442148630714	47.3986833284246	58.038445445611	35.4562047981272	50.9637358608096	44.5769458011446	62.0796772171785	50.7705508582898	48.269140919315	-0.0728907630037847
1600012H06Rik	25.6339529521583	21.2463561170883	18.7839226523757	19.0267545210847	37.7685659806138	37.2592018478188	45.4684847171675	67.1681753497342	21.1727465606768	46.9161069738336	1.14787487565865
1600014C10Rik	3.98042747704322	2.94180315467377	4.21321629585997	3.69584440337617	1	3.4261335032477	7.13231132818314	4.41003171488154	3.70782283273828	3.9921191365781	0.106582464853217
1600014K23Rik	1	1	1	1	1.5415741216577	1	1.48589819337149	3.05309887953337	1	1.77014279864064	0.823865748207026
1600016N20Rik	1.27373679265383	1.47090157733688	1	1.36883126050969	1	1	1	1	1.2783674076251	1	-0.354302531888354
1600020E01Rik	4.13964457612495	5.55673929216156	3.15991222189497	2.73766252101939	1.92696765207213	4.28266687905963	1	2.03539925302225	3.89848965280022	2.3112584460385	-0.75423671371481
1600021P15Rik	14.8071902146008	22.2269571686462	24.0504430222006	21.4906507900022	3.46854177372983	8.13706707021329	8.61820952155463	5.7669645502297	20.6438102988625	6.49769572893187	-1.66770918599926
1600027N09Rik	5.57259846786051	8.00824192105636	10.0063887026674	9.44493569751688	3.46854177372983	6.42400031858944	5.94359277348595	3.05309887953337	8.25804119727529	4.72230843633465	-0.806307341880612
1600029D21Rik	1	2.28806912030182	1.40440543195332	1	1.15618059124328	1	15.1561615723892	6.78466417674082	1.42311863806378	6.02425158509332	2.08172608424439
1700001L05Rik	22.6088280696055	23.6978587459831	20.7149801213115	26.0077939496842	23.8943988856944	16.2741341404266	6.53795205083455	9.15929663860011	23.2573652216461	13.9664454288889	-0.735722776022694
1700001P01Rik	1	1	1	1.09506500840775	1.5415741216577	1.71306675162385	1	1.01769962651112	1.02376625210194	1.31808512494817	0.364557191328036
1700003M07Rik	1.27373679265383	3.7589706976387	2.10660814792998	2.32701314286648	2.69775471290098	2.14133343952981	9.21256879890323	1.01769962651112	2.36658219527225	3.76733914446129	0.670740883723141
1700007J10Rik	40.1227089685957	36.2822389076431	27.0348045651014	33.2625996303855	416.22501284758	406.425086822759	176.524705372533	217.78772007338	34.1755880179314	304.240631279063	3.15417477171751
1700007K13Rik	8.2792891522499	13.5649812132179	14.7462570355099	14.9202607395556	1.92696765207213	13.2762673250848	8.91538916022893	6.10619775906674	12.8776970351333	7.55620547411316	-0.769140775939407
1700007L15Rik	5.09494717061532	2.77836964608078	2.10660814792998	2.46389626891745	2.31236118248656	5.99573363068348	3.86333530276587	6.44543096790378	3.11095530838588	4.65421527095992	0.581180271682236
1700007P06Rik	1	1	1	1	6.93708354745967	1	1	2.37463246185929	1	2.82792900232974	1.49974590046112
1700008I05Rik	1	1	1	1	3.08314824331541	6.42400031858944	1.18871855469719	1.69616604418521	1	3.09800829019681	1.63134100475041
1700008J07Rik	3.82121037796149	3.59553718904571	2.63326018491248	2.46389626891745	4.23932883455869	5.13920025487155	6.24077241216025	3.39233208837041	3.12847600520928	4.75290839749023	0.603350558041089
1700008O03Rik	1	1	1	1	1.15618059124328	1	1	2.03539925302225	1	1.29789496106638	0.376173630424482
1700008P20Rik	1	1.47090157733688	1	1	1.15618059124328	1	1	1.01769962651112	1.11772539433422	1.0434700544386	-0.0991765881157537
1700009P17Rik	1	1	1	1.09506500840775	1	1	1	1	1.02376625210194	1	-0.0338863545678838
1700010I14Rik	1	1	1	1	1	1	1	1	1	1	0
1700011J10Rik	7.00555235959607	6.2104733265335	5.96872308580162	6.02285754624265	11.1764123820184	9.42186713393118	10.6984669922747	10.1769962651112	6.30190157954346	10.3684356933339	0.718339120040023
1700012A16Rik	1.1145196935721	1	1	1	1	1	1	1.01769962651112	1.02862992339303	1.00442490662778	-0.0343543196458335
1700012B15Rik	2.2290393871442	1.96120210311584	4.0376656168658	1	10.4056253211895	2.99786681534174	1	4.41003171488154	2.30697677678146	4.7033809628532	1.02769471067004
1700013H16Rik	1	1	1	1	6.16629648663082	4.28266687905963	1	6.44543096790378	1	4.47359858339856	2.16143580898492
1700014N06Rik	1	1	1	1	9.63483826036065	8.99360044602522	2.37743710939438	9.15929663860011	1	7.54129311359509	2.91481192516719
1700017B05Rik	8.43850625133163	9.47914349839324	17.3795172204224	11.9088319664343	8.8640511995318	2.14133343952981	20.8025747072008	11.5339291004594	11.8014997341454	10.8354721116805	-0.123208194492463
1700018B24Rik	1	1	1	1	4.23932883455869	3.85440019115367	3.86333530276587	2.37463246185929	1	3.58292419758438	1.84113752138121
1700019A02Rik	1.1145196935721	1.14403456015091	1	2.87454564707035	1.15618059124328	1	1.18871855469719	1	1.53327497519834	1.08622478648512	-0.497293761426033
1700019B21Rik	1	1	1	1	1.15618059124328	1	1.78307783204579	1.01769962651112	1	1.23923951245005	0.309455049487819
1700019D03Rik	37.2568011851246	32.5232682100044	35.2856864778272	35.1789633950991	19.2696765207213	15.8458674525206	15.1561615723892	12.8908619358076	35.0611798170138	15.7906418703597	-1.15080472775812
1700019E19Rik	7.00555235959607	7.84480841246337	7.5486791967491	10.5400007059246	4.62472236497311	3.85440019115367	2.08025747072008	5.7669645502297	8.23476016868329	4.08158614426914	-1.01259672657946
1700019G17Rik	2.2290393871442	1	1	1.91636376471357	3.08314824331541	1	1.18871855469719	1	1.53635078796444	1.56796669950315	0.0293872621571738
1700019N12Rik	2.2290393871442	2.77836964608078	1	2.87454564707035	2.69775471290098	5.13920025487155	3.26897602541727	3.73156529720745	2.22048867007383	3.70937407259932	0.740298554010041
1700020I14Rik	19.9021373852161	17.8142524366356	17.028415862434	19.4374038992376	16.9573153382347	17.9872008920504	19.019496875155	19.3362929037113	18.5455523958808	18.3250765022879	-0.0172540192070896
1700020N01Rik	1	1	1	1	1.15618059124328	1	2.97179638674298	1	1	1.53199424449656	0.615410877255127
1700020O03Rik	5.89103266602397	6.53734034371948	4.21321629585997	7.39168880675234	8.8640511995318	2.14133343952981	5.94359277348595	6.44543096790378	6.00831952808894	5.84860209511284	-0.0388696989394073
1700021C14Rik	5.41338136877878	8.00824192105636	3.15991222189497	6.70727317649749	1.5415741216577	2.56960012743578	1.48589819337149	6.44543096790378	5.8222021720569	3.01062585259219	-0.951501509570666
1700021F05Rik	23.5641306640959	25.8224943576919	21.9438348742706	20.3955857815944	20.4258571119646	22.2698677711101	17.2364190431093	17.9793600683632	22.9315114194132	19.4778759986368	-0.235495081680181
1700021K19Rik	6.36868396326915	8.00824192105636	5.26652036982496	4.51714315968199	5.01011589538754	3.4261335032477	5.34923349613736	7.12389738557787	6.04014735345811	5.22734507008762	-0.208505347155991
1700022P22Rik	1.1145196935721	1	1.05330407396499	1.91636376471357	1	1	1	1	1.27104688306267	1	-0.346017245696584
1700023L04Rik	1	1	1	1	1.15618059124328	1.28480006371789	1	1	1	1.11024516374029	0.150878286897825
1700024P16Rik	1	1	1	1	1.15618059124328	1	1	1	1	1.03904514781082	0.0552583425074449
1700025G04Rik	2.06982228806248	2.94180315467377	1.57995611094749	2.05324689076454	24.2797924161088	24.8394678985458	26.1518082033382	11.8731623092964	2.16120711111207	21.7860577068223	3.33349591822227
1700025K23Rik	3.02512488255285	1.96120210311584	2.45770950591831	2.60077939496842	1.92696765207213	1.71306675162385	1	2.03539925302225	2.51120397163886	1.66885841417956	-0.589517653998991
1700025N23Rik	1	1.3074680687439	1	1.09506500840775	3.46854177372983	3.85440019115367	2.37743710939438	2.71386567069633	1.10063326928791	3.10356118624355	1.49559074534918
1700026L06Rik	1	1	1.05330407396499	1	1.92696765207213	2.56960012743578	1	1	1.01332601849125	1.62414194487698	0.680579316343672
1700028B04Rik	1	1	1	1.36883126050969	1	1	1	1	1.09220781512742	1	-0.127247384947374
1700028I16Rik	1	1.3074680687439	1.22885475295916	1	1	1	1	1	1.13408070542576	1	-0.181523311509866
1700029F09Rik	55.8852017776868	40.6949436396538	44.9409738225063	47.3615616136354	70.1416225354255	75.3749370714495	61.2190055669053	78.7021044501936	47.2206702133706	71.3594174059935	0.595685318625836
1700029G01Rik	2.2290393871442	1.14403456015091	2.80881086390664	1	2.69775471290098	1	2.37743710939438	2.03539925302225	1.79547120280044	2.0276477688294	0.175444543425659
1700029I01Rik	9.07537464765855	10.4597445499512	9.83083802367325	6.70727317649749	11.1764123820184	9.42186713393118	7.72667060553174	6.10619775906674	9.01830759944511	8.607786970137	-0.0672143449483289
1700029P11Rik	15.6032757100094	15.6896168249267	11.5863448136149	9.58181882356785	36.226991858956	44.5397355422201	31.2038620608013	43.0826175223042	13.1152640430297	38.7633017460704	1.56344460763237
