GeneName	X2C_Neg1_1	X2C_Neg1_2	X2C_Neg2_1	X2C_Neg2_2	X2C_Pos1_1	X2C_Pos1_2	X2C_Pos2_1	X2C_Pos2_2	Pos_mean	FC	GeneSymbol	Neg_mean	logFC	logCPM	PValue	FDR
21	0610037P05Rik	27.3853410420574	28.4374304951797	23.348240306224	27.2397420841429	26.9775471290098	35.9744017841009	28.5292453127326	24.764024245104	29.0613046177368	0.1275274171483	0610037P05Rik	26.602688481901	0.0917854399788402	4.81485884916928	0.704425654024549	1
22	0610039K10Rik	1	1	1	1	1.92696765207213	5.99573363068348	1	5.7669645502297	3.67241645824633	1.87672967209004	0610039K10Rik	1	3.35439278686586	0.908805656601137	1.65724710437659e-10	2.02349871444381e-06
23	0610040F04Rik	3.18434198163458	3.43210368045273	1.22885475295916	2.19013001681551	1	2.14133343952981	2.08025747072008	1	1.55539772756247	-0.689747055746448	0610040F04Rik	2.50885760796549	-0.84265511629724	1.35557025074502	0.0644845607911152	1
24	0610040J01Rik	1	1	1	1	136.814703297121	103.640538473243	101.63543642661	104.483828321809	111.643626629696	6.80275708453405	0610040J01Rik	1	8.17311615761273	5.74677154854877	6.601672312456e-105	8.60461969205515e-101
25	0910001L09Rik	25.9523871503218	34.6479038217132	27.0348045651014	25.5971445715313	23.8943988856944	20.5568010194862	21.991293261898	19.3362929037113	21.4446965176975	-0.400591984343049	0910001L09Rik	28.3080600271669	-0.431029414748004	4.67698503698377	0.0782545336484163	1
26	1110001A16Rik	34.8685446988986	34.1576032959343	25.8059498121423	30.7987033614681	16.5719218078203	15.4176007646147	21.0997543458751	19.3362929037113	18.1063924555054	-0.794619180849684	1110001A16Rik	31.4077002921108	-0.817761632016299	4.68743068390889	0.000838483815115614	1
27	1110001J03Rik	12.2597166292931	16.3433508592987	18.081719936399	18.4792220168809	11.1764123820184	11.563200573461	9.21256879890323	12.2123955181335	11.041144318129	-0.561185670815081	1110001J03Rik	16.2910023604679	-0.597282832168485	3.84908360401503	0.0241205264110907	1
28	1110002B05Rik	26.9076897448122	26.6396619006569	28.4392099970548	33.6732490085384	38.5393530414426	50.5354691729036	34.4728380862185	51.5634477432303	43.7777770109488	0.598382957596807	1110002B05Rik	28.9149526627656	0.562631318549119	5.18097041252028	0.0158947290968691	1
29	1110002L01Rik	4.45807877428841	1.96120210311584	3.86211493787163	5.74909129414071	3.46854177372983	1.71306675162385	1.18871855469719	4.74926492371858	2.77989800094236	-0.527714410358979	1110002L01Rik	4.00762177735415	-0.575088507623894	2.00009673780873	0.150418451024231	1
30	1110002N22Rik	39.1674063741053	34.4844703131202	33.5301796878855	34.3576646387933	17.7281023990636	28.6938680896995	22.5856525392466	29.1740559599855	24.5454197469988	-0.527681237439654	1110002N22Rik	35.3849302534761	-0.559542803291259	4.94376325102845	0.0198656339823398	1
31	1110003E01Rik	24.3602161595045	32.1964011928184	25.2792977751598	24.0914301849706	29.6753018419108	34.689601720383	21.6941136232237	27.4778899158003	28.3842267753295	0.100086274872232	1110003E01Rik	26.4818363281133	0.0620073854938647	4.79308055332043	0.791012374769211	1
32	1110004E09Rik	18.9468347907257	17.1605184022636	16.5017638254515	13.140780100893	13.4887735645049	15.8458674525206	12.1843651856462	9.49852984743715	12.7543840125272	-0.365995412956143	1110004E09Rik	16.4374742798335	-0.404313004941973	3.92624405941461	0.125538377714122	1
33	1110004F10Rik	110.974318059965	108.029549179964	101.99494449561	111.285981479438	110.60794322894	92.077337899782	112.03672378021	129.58708577575	111.077272671171	0.0395815731500475	1110004F10Rik	108.071198303744	0.00904674764873557	6.78066093800301	0.971485118223041	1
34	1110005A03Rik	8.2792891522499	10.1328775327652	9.65528734467909	11.9088319664343	2.31236118248656	8.13706707021329	4.75487421878876	6.10619775906674	5.32762505763884	-0.90757998595173	1110005A03Rik	9.99407149903212	-0.951612634921594	3.08469899235908	0.00178442767720773	1
35	1110006O24Rik	1.43295389173556	1.47090157733688	1.75550678994165	1.36883126050969	3.08314824331541	1	1	1	1.52078706082885	0.013092430740253	1110006O24Rik	1.50704837988095	-0.622443017335253	0.817256265477402	0.273479574458469	1
36	1110007C09Rik	3.66199327887976	1.79776859452286	1.22885475295916	3.14831189917229	3.08314824331541	2.99786681534174	1.18871855469719	5.08849813255562	3.08955793647749	0.329192507655238	1110007C09Rik	2.45923213138352	0.254096467950511	1.65141842538291	0.554246459654056	1
37	1110008F13Rik	30.7289001227737	37.75314048498	35.8123385148097	37.5059765379656	12.7179865036761	24.8394678985458	17.2364190431093	18.3185932772002	18.2781166806328	-0.955671818688322	1110008F13Rik	35.4500889151323	-0.991649174411738	4.80377323711088	5.84414532632462e-05	0.628888478565792
38	1110008J03Rik	13.3742363228652	9.15227648120727	10.3574900606557	11.4981825882814	9.63483826036065	6.85226700649541	3.86333530276587	6.44543096790378	6.69896788438143	-0.727969969434114	1110008J03Rik	11.0955463632524	-0.782178204422532	3.26966980720425	0.0077405082540234	1
39	1110008L16Rik	54.2930307868695	37.099406450608	49.8563928343429	56.9433804372032	26.9775471290098	28.6938680896995	36.2559159182643	28.4955895423115	30.1057301698213	-0.718790248427283	1110008L16Rik	49.5480526272559	-0.746242939801395	5.35279493686661	0.00148534149531953	1
40	1110008P14Rik	15.4440586109277	18.9582869967865	18.2572706153932	17.2472738824221	12.3325929732616	15.8458674525206	10.6984669922747	10.8554626827853	12.4330975252105	-0.491248888699972	1110008P14Rik	17.4767225263824	-0.532704562485235	3.96718862100553	0.045690339078921	1
41	1110012J17Rik	11.6228482329662	18.9582869967865	11.4107941346207	12.0457150924853	3.08314824331541	5.99573363068348	13.0759041016691	9.49852984743715	7.91332895577628	-0.77160815165264	1110012J17Rik	13.5094111142147	-0.760162505120245	3.53722470160043	0.00431438776577427	1
42	1110012L19Rik	21.4943083760334	18.9582869967865	23.1726896272298	19.5742870252886	14.2595606253338	20.1285343315803	25.5574489259896	26.1209570804522	21.516625240839	0.0488757099715684	1110012L19Rik	20.7998930063346	0.0269473299508528	4.43414549608198	0.946636248873437	1
43	1110014N23Rik	7.00555235959607	5.22987227497558	7.89978055473743	4.51714315968199	7.70787060828852	5.13920025487155	5.64641313481166	3.39233208837041	5.47145402158553	-0.171728901583831	1110014N23Rik	6.16308708724777	-0.201151542953989	2.65459678837754	0.522576110869195	1
44	1110018G07Rik	9.71224304398546	9.64257700698623	11.7618954926091	7.66545505885428	11.1764123820184	13.2762673250848	9.21256879890323	13.9085615623187	11.8934525170813	0.294774019771468	1110018G07Rik	9.69554265060877	0.260534790753589	3.46493883551284	0.331503210898461	1
45	1110018J18Rik	5.89103266602397	6.37390683512649	8.0753312337316	6.70727317649749	3.46854177372983	8.56533375811926	7.42949096685744	5.42773134139266	6.2227744600248	-0.11986773129174	1110018J18Rik	6.76188597784489	-0.148604716786703	2.80319140744534	0.651666935848971	1
46	1110019D14Rik	7.00555235959607	5.72017280075454	5.79317240680745	3.5589612773252	3.85393530414426	2.56960012743578	3.86333530276587	3.39233208837041	3.41980070567908	-0.690616106082684	1110019D14Rik	5.51946471112081	-0.69449653445858	2.35784729679486	0.0379814814349287	1
47	1110020A21Rik	1	1	1	1	1.5415741216577	1.28480006371789	1	1	1.2065935463439	0.270939771015469	1110020A21Rik	1	0.711268245278467	0.032017502724321	0.289028805590327	1
48	1110020G09Rik	15.284841511846	27.4568294436218	17.2039665414282	29.9774046051623	15.0303476861626	30.8352015292293	19.3166765138293	13.9085615623187	19.772696822885	-0.185181187375735	1110020G09Rik	22.4807605255146	-0.230074429706994	4.436827493123	0.365660058845413	1
49	1110021J02Rik	2.70669068438939	6.04703981794052	2.63326018491248	3.96961065547811	5.01011589538754	5.56746694277752	2.08025747072008	5.42773134139266	4.52139291256945	0.235980239246676	1110021J02Rik	3.83915033568012	0.166932000067835	2.17468683944605	0.611875705598357	1
50	1110021L09Rik	15.9217099081729	5.22987227497558	9.83083802367325	12.3194813445872	16.5719218078203	16.7024008283326	15.7505208497378	23.7463246185929	18.1927920261209	0.748936588093444	1110021L09Rik	10.8254753878522	0.713787146832585	3.86208586654452	0.00591066943550826	1
51	1110028C15Rik	4.29886167520668	6.53734034371948	4.0376656168658	3.5589612773252	8.47865766911737	2.99786681534174	2.67461674806868	5.42773134139266	4.89471814348011	0.0870201909851018	1110028C15Rik	4.60820722827929	0.0451007792080411	2.36076575808615	0.953942194092234	1
52	1110031I02Rik	3.18434198163458	3.26867017185974	5.44207104881912	4.92779253783489	3.08314824331541	2.14133343952981	1.18871855469719	1.69616604418521	2.02734157043191	-1.05276326175444	1110031I02Rik	4.20571893503708	-1.11409649074328	1.92667233288984	0.00600325374510831	1
53	1110032A03Rik	1.91060518898075	4.57613824060364	2.10660814792998	2.73766252101939	1	2.14133343952981	2.08025747072008	7.80236380325195	3.25598867837546	0.200890603554271	1110032A03Rik	2.83275352463344	0.172900273780034	1.78286407623945	0.751134041809684	1
54	1110034A24Rik	14.0111047191921	11.2769120929161	23.5237909852181	20.3955857815944	18.8842829903069	14.5610673888027	16.0477004884121	16.9616604418521	16.6136778273435	-0.058554689348516	1110034A24Rik	17.3018483947302	-0.0893509653468225	4.12445045087211	0.744771649946823	1
55	1110034B05Rik	25.4747358530766	24.1881592717621	24.0504430222006	26.1446770757351	25.4359730073521	19.7002676436743	19.6138561525036	21.7109253655706	21.6152555422752	-0.207828339632028	1110034B05Rik	24.9645038056936	-0.241048608230756	4.57683007270384	0.326810653345064	1
56	1110034G24Rik	8.2792891522499	8.33510893824234	8.25088191272576	9.44493569751688	6.55169001704524	8.99360044602522	9.50974843757752	8.82006342976307	8.46877558260276	-0.0184128912409522	1110034G24Rik	8.57755392518372	-0.0459659386130812	3.16957929166176	0.88415661688792	1
57	1110037F02Rik	46.3321758327831	37.589706976387	44.589872464518	39.5592234287301	49.3303718930465	31.6917349050413	32.3925806154984	47.4926492371858	40.226834162693	-0.0628405238262779	1110037F02Rik	42.0177446756045	-0.094628466733865	5.37801219386046	0.689926581156439	1
58	1110038B12Rik	54.611464985033	72.2376107981002	71.6246770296194	80.076628739817	75.5371319612275	95.0752047151237	82.6159395514547	121.106255554824	93.5836329456575	0.42638984859717	1110038B12Rik	69.6375953881424	0.394728897568855	6.35047918748947	0.0793364506847098	1
59	1110038D17Rik	3.34355908071631	3.92240420623169	2.98436154290081	1.50571438656066	2.69775471290098	2.99786681534174	4.45769458011446	5.42773134139266	3.89526186243746	0.406390146387519	1110038D17Rik	2.93900980410237	0.415324922723934	1.90952446467052	0.303285636398019	1
60	1110038F14Rik	19.2652689888892	25.332193831913	28.9658620340373	20.2587026555435	26.9775471290098	29.1221347776055	21.991293261898	21.7109253655706	24.950475133521	0.0891406110973385	1110038F14Rik	23.4555068775958	0.0538864307557106	4.61561064193216	0.823481137983821	1
61	1110049F12Rik	27.8629923393026	27.4568294436218	33.5301796878855	38.1903921682204	13.1033800340905	19.7002676436743	21.0997543458751	14.5870279799928	17.1226075009082	-0.891312964740037	1110049F12Rik	31.7600984097576	-0.919387158491187	4.67241108947308	0.000194692909984145	1
62	1110051M20Rik	6.84633526051434	5.39330578356857	4.73986833284246	5.3384419159878	2.69775471290098	5.56746694277752	2.37743710939438	3.05309887953337	3.42393941115156	-0.704475521421553	1110051M20Rik	5.57948782322829	-0.772385172516025	2.36254858074278	0.0335880592908034	1
63	1110054O05Rik	29.932814627365	26.3127948834709	27.3859059230898	29.5667552270094	17.3427088686492	31.6917349050413	26.1518082033382	30.1917555864967	26.3445018908814	-0.103278110869415	1110054O05Rik	28.2995676652338	-0.134969275227883	4.79900981895464	0.577744271669094	1
64	1110057K04Rik	21.1758741778699	27.7836964608078	35.2856864778272	22.9963651765628	40.8517142239292	40.2570686631605	34.1756584475442	45.1180167753265	40.1006145274901	0.580831301838793	1110057K04Rik	26.8104055732669	0.549595471297333	5.06207714271209	0.0195262343499934	1
65	1110058L19Rik	21.4943083760334	22.0635236600532	20.0127774053348	18.2054557647789	15.0303476861626	16.7024008283326	11.2928262696233	10.8554626827853	13.4702593667259	-0.601901016993652	1110058L19Rik	20.4440163015501	-0.643923946503513	4.14639245601131	0.0128169142543153	1
66	1110059E24Rik	42.3517483557399	25.8224943576919	41.6055109216172	34.7683140169462	57.4236360317495	82.6554707658508	88.856711963615	85.8260018357714	78.6904551492467	1.12271123537316	1110059E24Rik	36.1370169129988	1.09297109354902	5.83072311652805	2.08019705166287e-06	0.0237787324975582
67	1110059G10Rik	10.6675456384758	8.17167542964935	11.0596927766324	10.6768838319756	19.2696765207213	10.7066671976491	16.0477004884121	22.0501585744077	17.0185506952975	0.746488725036109	1110059G10Rik	10.1439494191833	0.720169641816423	3.77051312056144	0.00618097211262141	1
68	1110065P20Rik	1	1.63433508592987	1	1.23194813445872	1	1.28480006371789	1.48589819337149	1	1.19267456427235	-0.0286198484914692	1110065P20Rik	1.21657080509715	-0.429677193530544	0.496056725021155	0.508383512594286	1
69	1110067D22Rik	8.91615754857682	12.094079635881	7.19757783876077	13.277663226944	11.1764123820184	11.563200573461	7.72667060553174	10.1769962651112	10.1608199565306	-0.0295895886118194	1110067D22Rik	10.3713695625406	-0.0792539308284959	3.42157516126621	0.802111079855267	1
70	1190002F15Rik	2.38825648622593	1	1	1	1.5415741216577	1	1	1	1.13539353041442	-0.246626099986954	1190002F15Rik	1.34706412155648	-1.11912858585814	0.312995593909147	0.0968021366000247	1
71	1190002H23Rik	1	1	1	1	4.23932883455869	5.99573363068348	5.34923349613736	3.73156529720745	4.82896531464675	2.27171410099931	1190002H23Rik	1	4.40500709542822	1.20156229681994	3.76725464318992e-16	4.72564422441743e-12
72	1190002N15Rik	4.29886167520668	19.9388880483444	12.6396488875799	14.9202607395556	16.9573153382347	4.28266687905963	11.8871855469719	11.1946958916224	11.0804659139722	-0.22486836098211	1190002N15Rik	12.9494148376716	-0.24424934885138	3.6579355548022	0.353267105920601	1
73	1190003J15Rik	17.5138808989902	22.7172576944252	18.9594733313698	19.3005207731867	5.78090295621639	8.56533375811926	8.61820952155463	4.74926492371858	6.92842778990222	-1.50192976312287	1190003J15Rik	19.622783174493	-1.52903697652759	3.85483945531548	3.4190909701441e-08	0.000406427343621029
74	1190005F20Rik	23.0864793668507	21.2463561170883	21.4171828372882	25.4602614454803	26.206760068181	20.9850677073922	31.2038620608013	22.0501585744077	25.1114621026956	0.139149600165558	1190005F20Rik	22.8025699416769	0.112174917726099	4.60626330692784	0.664083543931513	1
75	1190005I06Rik	7.32398655775953	5.22987227497558	7.19757783876077	3.69584440337617	1	2.14133343952981	6.53795205083455	2.03539925302225	2.92867118584665	-1.00110250882999	1190005I06Rik	5.86182026871801	-1.00312788587192	2.35563189405148	0.00242312280505999	1
76	1190007F08Rik	1	1	1.05330407396499	1	1	1	1.18871855469719	2.03539925302225	1.30602945192986	0.366089022411012	1190007F08Rik	1.01332601849125	0.77888347784829	0.25668528636489	0.360211696200288	1
77	1190007I07Rik	12.7373679265383	14.5455822647758	13.6929529615449	15.6046763698105	13.1033800340905	9.85013382183715	15.4533412110635	11.1946958916224	12.4003877396534	-0.189921721504257	1190007I07Rik	14.1451448806674	-0.21173442089656	3.7935940334723	0.421873193240218	1
78	1200011I18Rik	23.0864793668507	20.7560555913093	24.0504430222006	25.0496120673274	31.2168759635685	34.689601720383	31.5010416994756	23.4070914097558	30.2036526982957	0.378383184111988	1200011I18Rik	23.235647511922	0.343538207966755	4.74763576117579	0.151599138741254	1
79	1200011M11Rik	41.2372286621678	29.5814650553306	40.2011054896638	40.6542884371379	47.01801071056	50.9637358608096	53.7895146000479	44.1003171488154	48.9678945800582	0.368933439241225	1200011M11Rik	37.918521911075	0.337510901401392	5.44560034496812	0.145407939566536	1
80	1200014J11Rik	42.8293996529851	38.8971750451309	38.9722507367047	31.209352739621	59.735997214236	49.6789357970917	46.3600236331904	61.0619775906674	54.2092335587964	0.513410973235799	1200014J11Rik	37.9770445436104	0.481814368135971	5.52540282687476	0.0371408662010652	1
81	1200016B10Rik	42.0333141575764	26.3127948834709	37.3922946257572	30.3880539833152	42.3932883455869	56.5312028035871	58.5443888188366	56.3127126669488	53.4453981587398	0.651190139678994	1200016B10Rik	34.0316144125299	0.621645295435444	5.44808659936091	0.00740820371415458	1
82	1300001I01Rik	39.4858405722688	48.7031855607101	53.0163050562379	44.7607822186669	35.8415983285416	35.9744017841009	52.6007960453507	47.8318824460228	43.062169651004	-0.110546843160321	1300001I01Rik	46.4915283519709	-0.13593428733582	5.50332719669425	0.552976859301083	1
83	1300002E11Rik	4.77651297245187	6.2104733265335	3.86211493787163	4.10649378152908	4.62472236497311	3.4261335032477	6.53795205083455	3.05309887953337	4.41047669964718	-0.103617242772634	1300002E11Rik	4.73889875459652	-0.107052456728546	2.34498293237969	0.725195168742601	1
84	1300010F03Rik	10.3491114403124	9.80601051557922	6.84647648077244	9.03428631936397	4.62472236497311	9.85013382183715	7.72667060553174	14.2477947711557	9.11233039087442	0.0164576947613848	1300010F03Rik	9.00897118900701	-0.0125972599495443	3.25050681703373	1	1
85	1300018I17Rik	2.54747358530766	2.77836964608078	3.33546290088914	3.96961065547811	1.15618059124328	1	1	2.03539925302225	1.29789496106638	-1.28271382228564	1300018I17Rik	3.15772919693892	-1.57429501693516	1.50689906688528	0.000943094255480568	1
86	1300018J18Rik	1	1.14403456015091	1	1.7794806386626	1.15618059124328	2.56960012743578	1	1.35693283534816	1.52067838850681	0.305026354972525	1300018J18Rik	1.23087879970338	0.0699910762039801	0.716931249682203	1	1
87	1500001M20Rik	28.181426537466	35.6285048732712	32.4768756139206	35.452729647201	21.9674312336223	21.8416010832041	19.3166765138293	11.5339291004594	18.6649094827788	-0.819287963998782	1500001M20Rik	32.9348841679647	-0.856528386708611	4.74249594410832	0.000503585147162263	1
88	1500002O20Rik	6.36868396326915	2.77836964608078	3.86211493787163	6.84415630254846	2.69775471290098	3.4261335032477	3.26897602541727	3.73156529720745	3.28110738469335	-0.59712592018459	1500002O20Rik	4.9633312124425	-0.634222848639259	2.25707548408771	0.0803906625331775	1
89	1500003O03Rik	46.8098271300283	39.7143425880958	54.0696091302029	35.1789633950991	61.6629648663082	65.9530699375183	47.2515625492133	52.5811473697414	56.8621861806953	0.371830108950052	1500003O03Rik	43.9431855608565	0.338116302512288	5.65576291079765	0.141778037366602	1
90	1500004A13Rik	1	3.10523666326675	1	1.64259751261163	1.5415741216577	1	1	1	1.13539353041442	-0.571232094536367	1500004A13Rik	1.68695854396959	-1.49841604529626	0.702004085453324	0.0150045031917653	1
91	1500009L16Rik	42.6701825539033	51.8084222239769	40.9033082056405	40.9280546892398	41.2371077543436	31.2634682171353	34.1756584475442	36.2979533455634	35.7435469411466	-0.302359330012225	1500009L16Rik	44.0774919181901	-0.333192811684434	5.34252079858805	0.156583052278614	1
92	1500010J02Rik	41.2372286621678	50.33752064664	57.405072031092	41.3387040673927	32.7584500852262	41.9701354147844	35.6615566409157	36.6371865544005	36.7568321738317	-0.372331658046172	1500010J02Rik	47.5796313518231	-0.403837307819081	5.42167920268579	0.0841959369848589	1
93	1500011B03Rik	13.8518876201104	19.9388880483444	17.3795172204224	22.311949546308	24.2797924161088	19.7002676436743	20.8025747072008	26.4601902892892	22.8107062640683	0.312315462595302	1500011B03Rik	18.3705606087963	0.279510574159766	4.38176552409666	0.261740429332429	1
94	1500011H22Rik	8.91615754857682	12.747813670253	14.7462570355099	11.7719488403834	11.1764123820184	13.2762673250848	14.8589819337149	12.5516287269705	12.9658225919472	0.106214155419847	1500011H22Rik	12.0455442736808	0.0813594437628192	3.68931769999662	0.790199358595408	1
95	1500011K16Rik	14.4887560164373	13.7284147218109	11.4107941346207	16.8366245042692	6.93708354745967	11.991467261367	6.83513168950885	10.5162294739483	9.06997799307095	-0.638175438763936	1500011K16Rik	14.1161473442845	-0.684364328626768	3.62753889412362	0.0130053979041081	1
96	1500012F01Rik	35.6646301943073	43.1464462685486	37.216743946763	45.8558472270747	51.6427330755331	44.9680022301261	39.8220715823559	59.7050447553193	49.0344629108336	0.276910540562463	1500012F01Rik	40.4709169091734	0.24371179927746	5.49002096696638	0.293278618934855	1
97	1500015A07Rik	1	1.14403456015091	1.93105746893582	2.19013001681551	1.92696765207213	3.4261335032477	6.24077241216025	3.39233208837041	3.74655141396262	1.2581976086795	1500015A07Rik	1.56630551147556	1.25304948666786	1.51517908325185	0.00202262327050455	1
98	1500015O10Rik	1	1	1	1	1	1.28480006371789	1	1.69616604418521	1.24524152697578	0.316425594482399	1500015O10Rik	1	1.09708397789399	-0.0876089413656385	0.162242800798938	1
99	1500031L02Rik	16.0809270072546	18.7948534881935	17.3795172204224	15.8784426219124	10.7910188516039	13.7045340129908	13.6702633790177	9.15929663860011	11.8312782205531	-0.525763461445176	1500031L02Rik	17.0334350844457	-0.555614201083135	3.92277939748072	0.0331540764383909	1
100	1500032L24Rik	50.6310375079898	55.2405259044296	44.589872464518	50.3729903867567	29.2899083114964	40.2570686631605	36.5530955569386	37.9941193897486	36.023547980336	-0.478994406479102	1500032L24Rik	50.2086065659235	-0.510031843063223	5.4573419679571	0.029323626509403	1
101	1520402A15Rik	1	1	2.10660814792998	1.7794806386626	3.85393530414426	1	1	1	1.71348382603606	0.219623269736711	1520402A15Rik	1.47152219664815	-0.414687507792926	0.706021818390418	0.462387873250733	1
102	1600002H07Rik	21.8127425741969	18.6314199796005	14.921807714504	17.5210401345241	23.1236118248656	21.4133343952981	20.8025747072008	28.1563563334744	23.3739693152097	0.359241023372646	1600002H07Rik	18.2217526007064	0.327404603099035	4.39295933019366	0.186811818398344	1
103	1600002K03Rik	3.50277617979804	4.90300525778961	3.5110135798833	4.10649378152908	2.31236118248656	2.56960012743578	1	1	1.72049032748059	-1.21927860656171	1600002K03Rik	4.00582219975001	-1.49212985419341	1.80271415961848	0.000689103329534178	1
104	1600012F09Rik	52.7008597960523	44.9442148630714	47.3986833284246	58.038445445611	35.4562047981272	50.9637358608096	44.5769458011446	62.0796772171785	48.269140919315	-0.0728907630037847	1600012F09Rik	50.7705508582898	-0.104132084115665	5.64478000309673	0.653888063447978	1
105	1600012H06Rik	25.6339529521583	21.2463561170883	18.7839226523757	19.0267545210847	37.7685659806138	37.2592018478188	45.4684847171675	67.1681753497342	46.9161069738336	1.14787487565865	1600012H06Rik	21.1727465606767	1.1196326104488	5.07467454973147	2.40999674582748e-06	0.0274811928926707
