N1	N2	P1	P2	N	P	FC
Capn9	1	1	1.09839013110508	1.4194413657264	1	1.25891574841574	0.332181735471551
Capns1	79.9623594967324	84.3199681165683	107.733765359223	103.429960849264	82.1411638066503	105.581863104243	0.362184736017933
Caprin1	482.525259027377	479.377116033145	435.786284515939	476.553781186543	480.951187530261	456.170032851241	-0.0763188052144788
Caprin2	19.0322141610948	21.627379209549	32.5855738894506	32.5525219873254	20.3297966853219	32.569047938388	0.679905760228428
Caps2	1	1	1	1	1	1	0
Capsl	10.0573074832326	10.2774735913146	20.3202174254439	20.2506968176966	10.1673905372736	20.2854571215703	0.99649635450255
Capza1	171.65072771831	169.08678291102	154.323813420263	165.885380941225	170.368755314665	160.104597180744	-0.0896460441192115
Capza2	184.278737114297	192.01001748643	297.022997952998	320.793748654166	188.144377300364	308.908373303582	0.71533880227147
Capzb	185.94743835591	192.903710842197	117.710809050094	102.956813727355	189.425574599053	110.333811388724	-0.779756156886993
Car12	8.02780597316321	6.70270016824867	2.28831277313558	2.46036503392576	7.36525307070594	2.37433890353067	-1.63320922310202
Car13	1.44320107382709	2.1895487216279	3.11210537146438	4.54221237032448	1.8163748977275	3.82715887089443	1.07521178661521
Car14	2.79620208053999	2.10017938605125	1.46452017480677	1	2.44819073329562	1.23226008740338	-0.990409168586981
Car2	8.83960657719095	8.66882555093495	14.1875391934406	15.0460784766998	8.75421606406295	14.6168088350702	0.739578477301872
Car3	3.11190231543967	4.3790974432558	4.57662554627115	3.40665927774336	3.74549987934773	3.99164241200725	0.0918242083043941
Car4	13.1692097986722	12.2882836417892	9.70244615809484	8.42201876997663	12.7287467202307	9.06223246403574	-0.490151973247317
Car5a	1	1	1.00685762017965	1.23018251696288	1	1.11852006857127	0.161591141572271
Car5b	1.26280093959871	1.38522470143806	3.66130043701692	8.32738934559487	1.32401282051838	5.9943448913059	2.17868500136438
Car6	1.48830110738419	1.07243202691979	1.1899226420305	1.70332963887168	1.28036656715199	1.44662614045109	0.176135215496651
Car7	1.21770090604161	1.42990936922638	4.21049550256946	2.8388827314528	1.323805137634	3.52468911701113	1.41280524023558
Car8	3.24720241611096	3.17261141297104	3.93589796979319	2.74425330707104	3.209906914541	3.34007563843211	0.0573493133177509
Card10	3.47270258389644	3.26198074854769	1.73911770758304	1.79795906325344	3.36734166622206	1.76853838541824	-0.929052578675953
Card11	1.12750083892742	1	1	1	1.06375041946371	1	-0.0891597008025119
Card6	2.7060020134258	2.0108100504746	2.379845284061	2.27110618516224	2.3584060319502	2.32547573461162	-0.0202862334345568
Card9	1	1	1	1	1	1	0
Carf	1.75890130872677	1	1.09839013110508	1.4194413657264	1.37945065436339	1.25891574841574	-0.131912114131172
Carhsp1	62.6890466443644	61.7988955512527	56.7501567737623	62.1715318188163	62.2439710978086	59.4608442962893	-0.0659941571350808
Carkd	12.6731094295442	10.6796356014095	12.2653564640067	9.93608956008479	11.6763725154769	11.1007230120457	-0.0729384982843841
Carm1	9.92200738256127	10.4115275946796	1.28145515295592	2.17647676078048	10.1667674886204	1.7289659568682	-2.55587968108473
Carns1	1	1	1.28145515295592	1	1	1.14072757647796	0.189954294702259
Cars	58.2692433557689	62.1563728935593	31.4871837583455	31.7008571678896	60.2128081246641	31.5940204631175	-0.930418864104618
Cars2	24.0383178859325	25.7383686460749	9.51938113624399	8.98979531626719	24.8883432660037	9.2545882262556	-1.42722949277
Casc3	39.191929161117	39.3225076537255	57.0247543065385	66.1459676428502	39.2572184074213	61.5853609746944	0.649629505280463
Casc4	28.3228210738567	27.2576473508779	31.1210537146438	34.4451104749606	27.7902342123673	32.7830820948022	0.238373502064692
Casc5	15.6948116778696	13.8075623465923	34.5992891298099	32.0793748654166	14.751187012231	33.3393319976133	1.17639414683253
Casd1	5.86300436242257	6.79206950382532	9.24478360346773	10.0307189844666	6.32753693312394	9.63775129396714	0.607052549024999
Cask	5.50220409396579	4.69189011777407	4.48509303534573	6.34017143357792	5.09704710586993	5.41263223446182	0.0866686799393719
Caskin2	4.41980328859547	4.95999812450402	3.38670290424065	4.82610064346976	4.68990070654974	4.1064017738552	-0.191682589804682
Casp14	1.57850117449838	2.1895487216279	1.37298766388135	1.4194413657264	1.88402494806314	1.39621451480387	-0.432297454433053
Casp2	19.0322141610948	16.7120657528334	11.258498843827	15.9923727205174	17.8721399569641	13.6254357821722	-0.391410016413941
Casp3	6.26890466443644	5.49621413796391	6.49880827570503	4.92073006785152	5.88255940120017	5.70976917177827	-0.0430115605503034
Casp6	10.0573074832326	11.1264822792928	19.4048923161897	17.6957023593891	10.5918948812627	18.5502973377894	0.808481602233888
Casp7	4.19430312080999	3.12792674518271	3.75283294794234	2.8388827314528	3.66111493299635	3.29585783969757	-0.15162904865824
Casp8	4.32960322148128	3.8428814297959	5.21735312274911	10.8823838039024	4.08624232563859	8.04986846332575	0.978190446982902
Casp8ap2	49.429636778578	51.2533139532082	65.8118753553792	64.9157851258873	50.3414753658931	65.3638302406332	0.376745027709148
Casp9	14.1614105369284	14.7906250379354	6.7734058084813	9.36831301379423	14.4760177874319	8.07085941113777	-0.84287057592231
Casq1	4.91590365772354	3.35135008412433	3.29517039331523	1.60870021448992	4.13362687092394	2.45193530390257	-0.753487254271294
Casq2	1.53340114094129	1	1	1.13555309258112	1.26670057047064	1.06777654629056	-0.246465767056323
Cass4	2.11970157718354	1.8320713793213	1	1	1.97588647825242	1	-0.982500061311778
Cast	15.6046116107555	14.9246790413004	17.4827095867558	15.1407079010816	15.2646453260279	16.3117087439187	0.0957138515258702
Casz1	4.60020342282386	4.3790974432558	2.379845284061	2.64962388268928	4.48965043303983	2.51473458337514	-0.836196980798331
Cat	80.3682597987463	76.7682592603414	68.0086556175893	65.1996733990326	78.5682595295439	66.6041645083109	-0.23833421527843
Catsper2	1	1	1.1899226420305	1	1	1.09496132101525	0.130879908214519
Catsperg1	1	1	1.92218272943388	1.51407079010816	1	1.71812675977102	0.780836479402325
Cav2	1	1	1	1	1	1	0
Cbfa2t2	55.1122410067721	55.1855647185807	34.6908216407353	42.2047232742649	55.1489028626764	38.4477724575001	-0.520432169580507
Cbfa2t3	1	1	1	1	1	1	0
Cbfb	42.7999318456847	38.7416069724773	63.615095093169	84.1255582753846	40.770769409081	73.8703266842768	0.857459774815814
Cbl	4.32960322148128	5.36216013459894	6.40727576477961	6.71868913110496	4.84588167804011	6.56298244794228	0.437592395844224
Cblb	3.87860288591031	4.3790974432558	5.49195065552538	5.96165373605088	4.12885016458306	5.72680219578813	0.47198970926483
Cblc	2.61580194631161	2.68108006729947	1.28145515295592	1.23018251696288	2.64844100680554	1.2558188349594	-1.07651501806626
Cbll1	36.2153269463486	34.4518788647982	43.8440727332776	51.3837774392956	35.3336029055734	47.6139250862866	0.430342697528511
Cbln1	1	1	1	1.32481194134464	1	1.16240597067232	0.217114018473295
Cbln2	1	1	1	1	1	1	0
Cbln3	4.73550352349515	5.22810613123396	18.39803469601	23.5627266710582	4.98180482736456	20.9803806835341	2.07430044827837
Cbr1	53.0827394967028	56.8388974267487	57.0247543065385	50.8160008930051	54.9608184617258	53.9203775997718	-0.0275728889179208
Cbr3	25.210918758417	24.5318826157901	12.7230190186338	9.65220128693951	24.8714006871036	11.1876101527867	-1.15258587118874
Cbr4	10.1024075167897	9.47314957112479	18.0319046523083	17.3171846618621	9.78777854395722	17.6745446570852	0.852619683071218
Cbs	15.6948116778696	18.722875803308	10.3431737345728	8.98979531626719	17.2088437405888	9.66648452542	-0.832086950471955
Cbwd1	25.6168190604309	25.7830533138632	56.0178966863589	65.9567087940867	25.6999361871471	60.9873027402228	1.24674413463138
Cbx1	50.4669375503912	51.1192599498432	68.374785661291	67.8492972817219	50.7930987501172	68.1120414715064	0.423277382071567
Cbx2	5.50220409396579	6.79206950382532	3.11210537146438	3.97443582403392	6.14713679889556	3.54327059774915	-0.794832943743276
Cbx3	389.168189564187	380.400576882006	786.447333871235	929.260947428883	384.784383223097	857.854140650059	1.15668212242887
Cbx4	1	1	1	1.13555309258112	1	1.06777654629056	0.0946097656697475
Cbx5	143.508306778682	135.930759412083	145.902822415124	147.811160884309	139.719533095382	146.856991649717	0.0718782251697778
Cbx6	6.22380463087934	4.28972810767915	4.11896299164404	4.06906524841568	5.25676636927924	4.09401412002986	-0.360659539325803
Cbx7	16.6870124161258	17.6057591085998	12.2653564640067	13.2481194134464	17.1463857623628	12.7567379387265	-0.426645046216981
Cbx8	2.6609019798687	2.3682873927812	1.64758519665761	1.60870021448992	2.51459468632495	1.62814270557377	-0.627098722336551
Cby1	25.1658187248599	21.4039558706074	17.0250470321287	17.2225552374803	23.2848872977337	17.1238011348045	-0.443390913139539
Cc2d1a	7.75720577182063	7.73044752738013	2.47137779498642	2.64962388268928	7.74382664960038	2.56050083883785	-1.59662062561998
Cc2d1b	14.5673108389422	15.5949490581252	8.69558853791519	6.81331855548672	15.0811299485337	7.75445354670095	-0.959647502289108
Cc2d2a	1	1	1	1	1	1	0
Ccar1	105.083078188035	113.811848856862	152.218565668978	158.59891526383	109.447463522449	155.408740466404	0.505829125765867
Ccbl1	5.77280429530837	6.0324301514238	4.02743048071861	4.731471219088	5.90261722336609	4.37945084990331	-0.430604809930092
Ccbl2	23.7677176845899	24.3978286124252	17.6657746086066	24.3197620661123	24.0827731485076	20.9927683373595	-0.198109100212771
Ccdc101	52.8572393289173	50.270251261865	47.1392431265929	44.3812000350454	51.5637452953912	45.7602215808191	-0.172263018645118
Ccdc102a	4.60020342282386	4.78125945335072	1	1	4.69073143808729	1	-2.22981290351328
Ccdc103	2.07460154362645	2.50234139614617	5.9496132101525	3.59591812650688	2.28847146988631	4.77276566832969	1.06044119902934
Ccdc104	40.7704303356154	40.1268316739154	68.6493831940673	74.0002098665363	40.4486310047654	71.3247965303018	0.818312851143181
Ccdc106	9.02000671141933	8.400717544205	3.20363788238981	1.8925884876352	8.71036212781217	2.5481131850125	-1.77330333690775
Ccdc107	8.1631060738345	9.60720357448976	9.06171858161688	7.94887164806783	8.88515482416213	8.50529511484236	-0.0630356204196678
Ccdc109a	7.80230580537773	10.6796356014095	6.59034078663046	4.54221237032448	9.24097070339364	5.56627657847747	-0.731331809832237
Ccdc11	1	1	1	1	1	1	0
Ccdc111	6.7199050000074	6.43459216151872	6.68187329755588	6.05628316043264	6.57724858076306	6.36907822899426	-0.0463996044153339
Ccdc112	6.40420476510773	6.65801550046034	8.3294584942135	11.2609015014294	6.53111013278404	9.79517999782146	0.584743767609338
Ccdc113	1.53340114094129	1.16180136249644	3.02057286053896	3.02814158021632	1.34760125171886	3.02435722037764	1.16623487917693
Ccdc114	4.23940315436709	4.0216201009492	2.83750783868811	2.17647676078048	4.13051162765814	2.5069922997343	-0.720362927856835
Ccdc115	95.3414709397024	92.27383898289	109.747480599582	90.8442474064895	93.8076549612962	100.295864003036	0.0964845528549541
Ccdc116	2.16480161074064	1.92144071489795	1.37298766388135	1.60870021448992	2.0431211628193	1.49084393918563	-0.454645517559226
Ccdc117	69.2285515101434	69.8421357531511	61.6929123637351	57.7239488728736	69.5353436316473	59.7084306183043	-0.219811812307103
Ccdc12	41.4018308054147	42.8525964090032	30.3887936272404	25.1714268855481	42.127213607209	27.7801102563943	-0.600700170580832
Ccdc120	7.89250587249192	6.97080817497862	8.23792598328807	7.00257740425024	7.43165702373527	7.62025169376915	0.0361547282742496
Ccdc122	1	1	1	1.23018251696288	1	1.11509125848144	0.157161784379703
Ccdc123	22.5500167785483	22.4763878975272	13.8214091497389	12.8696017159194	22.5132023380378	13.3455054328291	-0.754417338642897
Ccdc124	75.1366559061231	76.9469979314947	38.3521220777522	29.7136392558726	76.0418269188089	34.0328806668124	-1.15986392198791
Ccdc125	2.20990164429774	2.3682873927812	1.28145515295592	1.4194413657264	2.28909451853947	1.35044825934116	-0.761338668220932
Ccdc126	12.9888096644438	11.5286442893877	19.679489848966	19.304402573879	12.2587269769158	19.4919462114225	0.669068978183581
Ccdc127	44.1529328523976	45.3549378051493	60.5029897217046	64.7265262771238	44.7539353287735	62.6147579994142	0.484488185722909
Ccdc130	8.74940651007675	9.02630289324154	4.94275558997284	4.731471219088	8.88785470165915	4.83711340453042	-0.877688870100942
Ccdc132	56.8711423154989	63.9437596050923	72.4022161420096	67.5654090085766	60.4074509602956	69.9838125752931	0.212294751976967
Ccdc134	10.0122074496755	11.707382960541	6.31574325385419	6.05628316043264	10.8597952051082	6.18601320714341	-0.811915078241409
Ccdc135	1.3530010067129	1.87675604710963	1.09839013110508	1.60870021448992	1.61487852691126	1.3535451727975	-0.254682611345051
Ccdc136	25.4815189597596	30.162150757119	15.1943968136202	13.3427488378282	27.8218348584393	14.2685728257242	-0.963376528718245
Ccdc137	51.4140382550902	49.8234045839818	23.9815178624608	22.2379147297136	50.618721419536	23.1097162960872	-1.1311715179868
Ccdc138	13.6653101678003	13.628823675439	20.0456198926676	19.7775496957878	13.6470669216196	19.9115847942277	0.545017136909749
Ccdc14	18.6263138590809	16.80143508841	17.1165795430541	15.1407079010816	17.7138744737455	16.1286437220678	-0.135254675057066
Ccdc141	3.02170224832548	2.1895487216279	1.73911770758304	2.365735609544	2.60562548497669	2.05242665856352	-0.344299065913956
Ccdc15	1.44320107382709	1.51927870480303	3.11210537146438	2.8388827314528	1.48123988931506	2.97549405145859	1.00632392714115
Ccdc151	1.08240080537032	1.51927870480303	1	1	1.30083975508668	1	-0.379443253538787
Ccdc152	1.48830110738419	1.29585536586141	6.68187329755588	7.38109510177727	1.3920782366228	7.03148419966658	2.33658894945721
Ccdc155	1	1.02774735913146	1	1.23018251696288	1.01387367956573	1.11509125848144	0.13728386893839
Ccdc157	2.02950151006935	1.87675604710963	2.83750783868811	5.29924776537856	1.95312877858949	4.06837780203333	1.05866658274833
Ccdc158	1.21770090604161	1.25117069807309	1	1	1.23443580205735	1	-0.303851809780168
Ccdc159	1	1	1	1.13555309258112	1	1.06777654629056	0.0946097656697475
Ccdc160	3.11190231543967	2.94918807402941	5.40041814459996	6.71868913110496	3.03054519473454	6.05955363785246	0.999634167302782
Ccdc162	1	1	2.65444281683727	1	1	1.82722140841863	0.869651459074372
Ccdc163	17.4537129865964	17.1142277629283	21.0524775128473	18.5473671788249	17.2839703747623	19.7999223458361	0.196060108928149
Ccdc164	4.1041030536958	4.3790974432558	4.39356052442031	4.06906524841568	4.2416002484758	4.23131288641799	-0.00350328943097589
Ccdc17	1	1	1	1.13555309258112	1	1.06777654629056	0.0946097656697475
Ccdc18	4.96100369128063	5.54089880575223	18.2149696741592	19.304402573879	5.25095124851643	18.7596861240191	1.83698498332818
Ccdc19	2.11970157718354	2.1895487216279	1.92218272943388	1.4194413657264	2.15462514940572	1.67081204758014	-0.366887447119565
Ccdc21	51.3689382215331	47.7232251979305	32.3109763566743	25.7392034318387	49.5460817097318	29.0250898942565	-0.771470432878583
Ccdc22	11.8162087919593	14.0756703533222	4.39356052442031	2.27110618516224	12.9459395726408	3.33233335479127	-1.95789503985686
Ccdc23	27.3757203691577	23.280711917717	30.8464561818676	32.6471514117072	25.3282161434374	31.7468037967874	0.325865879443597
Ccdc25	77.1661574161924	76.4554665858232	97.3905916246501	94.6294243817599	76.8108120010078	96.010008003205	0.321875397919581
Ccdc28a	8.79450654363385	11.2605362826578	14.3706042152914	11.5447897745747	10.0275214131458	12.9576969949331	0.369844280137134
Ccdc28b	7.48660557047805	8.66882555093495	6.04114572107792	6.34017143357792	8.0777155607065	6.19065857732792	-0.383854450534096
Ccdc3	17.4086129530393	15.9971110682202	8.42099100513892	8.70590704312191	16.7028620106297	8.56344902413042	-0.963831447312502
Ccdc30	3.06680228188257	3.26198074854769	1.46452017480677	1.79795906325344	3.16439151521513	1.6312396190301	-0.955959388084877
Ccdc32	9.5161070805474	10.6349509336212	10.8008362891999	11.450160350193	10.0755290070843	11.1254983196964	0.143014368737416
Ccdc34	20.6558153691503	22.1189105552206	28.3750783868811	28.767345012055	21.3873629621854	28.5712116994681	0.417803611193207
Ccdc36	6.7650050335645	5.27279079902229	4.21049550256946	4.06906524841568	6.01889791629339	4.13978037549257	-0.53994511648115
Ccdc37	1	1	1	1.13555309258112	1	1.06777654629056	0.0946097656697475
Ccdc38	1	1	2.83750783868811	2.17647676078048	1	2.5069922997343	1.32595756491848
Ccdc39	1	1	1	1	1	1	0
Ccdc40	8.61410640940547	7.86450153074511	3.75283294794234	4.92073006785152	8.23930397007529	4.33678150789693	-0.925897707939043
Ccdc41	14.7026109396135	15.5949490581252	17.7573071195321	18.8312554519702	15.1487799988694	18.2942812857511	0.272191127179524
Ccdc43	78.9250587249192	84.0518601098383	68.8324482159181	64.5372674283603	81.4884594173787	66.6848578221392	-0.289236551214231
Ccdc45	13.4849100335719	11.4392749538111	12.6314865077084	12.0179368964835	12.4620924936915	12.3247117020959	-0.0159924300628465
Ccdc46	1.44320107382709	1.60864804037968	1.83065021850846	2.27110618516224	1.52592455710339	2.05087820183535	0.426558179188615
Ccdc47	67.0186498658457	71.2273604545892	75.9719840681011	78.5424222368607	69.1230051602174	77.2572031524809	0.16050350958492
Ccdc50	26.0227193624448	22.3870185619506	22.5169976876541	20.8184733639872	24.2048689621977	21.6677355258206	-0.159748897267621
Ccdc51	11.5005085570597	9.33909556775981	8.87865355976603	9.27368358941247	10.4198020624097	9.07616857458925	-0.199172562012826
Ccdc53	34.5917257382931	34.2284555258565	61.9675098965114	66.4298559159955	34.4100906320748	64.1986829062534	0.899712007497698
Ccdc55	80.0976595974037	75.5617732300567	104.255529944057	122.07195745247	77.8297164137302	113.163743698264	0.540018804536478
Ccdc56	63.906747550406	62.1563728935593	88.6034705758095	86.3020350361651	63.0315602219827	87.4527528059873	0.472429423247132
Ccdc57	5.27670392618031	4.15567410431418	1.83065021850846	2.64962388268928	4.71618901524724	2.24013705059887	-1.07403454132372
Ccdc58	123.258391711545	115.241758226089	240.089776157385	287.294932423023	119.250074968817	263.692354290204	1.14486556793121
Ccdc59	26.0678193960019	28.4641333811627	46.3154505282641	52.424701107495	27.2659763885823	49.3700758178795	0.85653504166245
Ccdc6	65.4852487249044	61.0839408666395	37.2537319466472	33.5934456555248	63.284594795772	35.423588801086	-0.837143970443884
Ccdc60	1	1.87675604710963	6.7734058084813	5.10998891661504	1.43837802355481	5.94169736254817	2.04643224034763
Ccdc61	13.3045098993435	10.7243202691979	4.48509303534573	3.7851769752704	12.0144150842707	4.13513500530806	-1.5387600764168
Ccdc62	1.03730077181322	1	1	1.4194413657264	1.01865038590661	1.2097206828632	0.24801499174552
Ccdc63	1.12750083892742	2.32360272499287	3.84436545886777	1.70332963887168	1.72555178196014	2.77384754886972	0.684830730921529
Ccdc64	1.62360120805548	2.0108100504746	1	1	1.81720562926504	1	-0.861721679635721
Ccdc65	1	1	1	1	1	1	0
Ccdc66	20.3852151678077	19.6612538268628	25.537570548193	25.2660563099299	20.0232344973352	25.4018134290615	0.343256452385981
Ccdc68	1.39810104027	1.02774735913146	1.46452017480677	1.32481194134464	1.21292419970073	1.3946660580757	0.20143032760198
Ccdc69	1	1	1.09839013110508	1	1	1.04919506555254	0.0692829276224896
Ccdc71	15.0634112080703	14.2990936922638	3.75283294794234	4.54221237032448	14.6812524501671	4.14752265913341	-1.82365328082844
Ccdc72	124.43099258403	120.782657031841	298.121388084103	373.407708610425	122.606824807935	335.764548347264	1.45341062386731
Ccdc73	4.32960322148128	5.00468279229234	5.40041814459996	5.6777654629056	4.66714300688681	5.53909180375278	0.247109775732027
Ccdc74a	1	1	1	1.23018251696288	1	1.11509125848144	0.157161784379703
Ccdc75	19.2577143288803	19.3931458201328	23.7069203296846	32.2686337141801	19.3254300745065	27.9877770219324	0.534296382168623
Ccdc76	6.7199050000074	7.46233952065019	10.8923688001253	9.84146013570303	7.0911222603288	10.3669144679142	0.547900689415623
Ccdc77	31.5249234564106	32.083591472017	38.1690570559014	34.7289987481059	31.8042574642138	36.4490279020036	0.196660434060515
Ccdc78	1.12750083892742	1.34054003364973	2.19678026221015	4.731471219088	1.23402043628858	3.46412574064907	1.48912501110265
Ccdc79	1	1	1	1	1	1	0
Ccdc81	1	1	1.28145515295592	1	1	1.14072757647796	0.189954294702259
Ccdc83	1	1	7.41413338495926	8.61127761874015	1	8.01270550184971	3.00228945300409
Ccdc84	6.35910473155063	6.0324301514238	3.47823541516607	4.44758294594272	6.19576744148722	3.9629091805544	-0.644723088584
Ccdc85a	2.88640214765419	1.74270204374465	1	1.23018251696288	2.31455209569942	1.11509125848144	-1.05357125064646
Ccdc85b	7.93760590604901	8.31134820862835	2.01371524035931	2.8388827314528	8.12447705733868	2.42629898590605	-1.74351761444199
Ccdc86	74.7307556041092	73.4169091762171	43.9356052442031	42.0154644255014	74.0738323901631	42.9755348348522	-0.785448386175243
Ccdc88a	16.77721248324	14.1203550211105	35.9722767936913	33.7827045042883	15.4487837521752	34.8774906489898	1.17480298295257
Ccdc88b	1	1.11711669470811	1	1	1.05855834735406	1	-0.0821007923671251
Ccdc88c	3.11190231543967	3.26198074854769	1	1	3.18694153199368	1	-1.67217255150468
Ccdc89	1	1.65333270816801	1.92218272943388	3.40665927774336	1.326666354084	2.66442100358862	1.00601646968496
Ccdc9	8.52390634229127	9.20504156439484	7.23106836310842	5.96165373605088	8.86447395334305	6.59636104957965	-0.426364653098553
Ccdc90a	5.50220409396579	5.04936746008066	4.39356052442031	3.87980639965216	5.27578577702323	4.13668346203623	-0.350911418090103
Ccdc90b	19.1675142617661	18.8569298066729	25.8121680809693	34.3504810505789	19.0122220342195	30.0813245657741	0.661940938991876
Ccdc91	27.7816206711716	28.9109800590459	16.8419820102778	15.5192255986086	28.3463003651087	16.1806038044432	-0.808895008034382
Ccdc92	17.4537129865964	19.3484611523445	9.06171858161688	6.52943028234144	18.4010870694705	7.79557443197916	-1.23906375826227
Ccdc93	16.5517123154545	17.0248584273516	15.3774618354711	15.4245961742269	16.788285371403	15.401029004849	-0.124428145416438
Ccdc94	13.079009731558	12.6010763163075	5.49195065552538	6.71868913110496	12.8400430239328	6.10531989331517	-1.0725112430839
Ccdc96	1	1	1.83065021850846	1.4194413657264	1	1.62504579211743	0.700480372374883
Ccdc97	12.6280093959871	12.7351303196725	9.79397866902026	11.450160350193	12.6815698578298	10.6220695096066	-0.255668473062291
Ccdc99	68.9128512752437	69.4846584108445	107.093037782745	111.094944224186	69.1987548430441	109.093991003466	0.656753655424118
Cchcr1	8.65920644296256	7.19423151392024	2.56291030591184	1	7.9267189784414	1.78145515295592	-2.15366766527366
Ccl20	1	1	2.74597532776269	3.87980639965216	1	3.31289086370742	1.72809067761709
Ccl25	4.96100369128063	5.76432214469386	9.42784862531857	8.98979531626719	5.36266291798725	9.20882197079288	0.780067040390087
Ccl27a	1	1	1.55605268573219	1.60870021448992	1	1.58237645011106	0.662092860304193
Ccl3	1	1	29.0158059633591	33.6880750799065	1	31.3519405216328	4.97048283597831
Ccl9	1	1	2.01371524035931	1.8925884876352	1	1.95315186399725	0.965804127882097
Ccm2	26.4286196644587	28.374764045586	9.70244615809484	10.5984955307571	27.4016918550223	10.150470844426	-1.43271832137286
Ccna1	1.44320107382709	1.07243202691979	1	1	1.25781655037344	1	-0.330921523834283
Ccna2	242.547980470066	238.839549328594	262.78983886689	281.144019838209	240.69376489933	271.966929352549	0.17623246353245
Ccnb1	552.791111309334	550.827899826676	957.52159679085	909.956544855004	551.809505568005	933.739070822927	0.758849142599304
Ccnb1ip1	40.4998301342728	43.522866425828	58.5808069922707	72.8646567739551	42.0113482800504	65.7227318831129	0.645613362421145
Ccnb2	190.818241980076	189.999207435956	191.669077877836	190.86754897801	190.408724708016	191.268313427923	0.00649830278584584
Ccnc	52.0454387248896	48.3041258791787	114.415638656779	130.777864495592	50.1747823020342	122.596751576186	1.28888639554742
Ccnd1	43.7921325839409	41.6461103787184	27.2766882557761	25.2660563099299	42.7191214813296	26.271372282853	-0.70139041681899
Ccnd2	9.42590701343321	8.400717544205	6.13267823200334	6.43480085795968	8.9133122788191	6.28373954498151	-0.50433826821397
Ccnd3	89.568666644394	80.9239333646556	24.4391804170879	20.7238439396054	85.2463000045248	22.5815121783467	-1.91649511746032
Ccndbp1	30.1268224161406	29.1344033979876	54.0041814459996	49.2073006785152	29.6306129070641	51.6057410622574	0.800443103613809
Ccne1	391.60359137627	380.847423559889	227.366757138751	201.08752681124	386.22550746808	214.227141974995	-0.850302170194086
Ccne2	5.3669039932945	6.61333083267202	20.9609450019219	17.5064435106256	5.99011741298326	19.2336942562737	1.68297970394018
Ccnf	214.585959664666	219.49108817625	137.207233877209	125.667875578977	217.038523920458	131.437554728093	-0.72357359532531
Ccng1	393.993893154797	400.82147006127	407.045076085356	469.078056660384	397.407681608033	438.06156637287	0.14051388526334
Ccng2	5.81790432886547	5.71963747690553	35.056951684437	34.3504810505789	5.7687709028855	34.7037163675079	2.58875429164324
Ccnh	90.2902671813075	90.9332989492403	135.376583658701	139.578400963096	90.6117830652739	137.477492310898	0.601424867062062
Ccni	61.9674461074508	62.6032195714426	81.4639347236265	95.007942079287	62.2853328394467	88.2359384014567	0.502473911055369
Ccnj	3.60800268456773	3.53008875527763	2.65444281683727	3.21740042897984	3.56904571992268	2.93592162290855	-0.28172492796733
Ccnjl	5.95320442953676	6.07711481921213	6.13267823200334	3.02814158021632	6.01515962437444	4.58040990610983	-0.393126310202408
Ccnk	11.8162087919593	10.4115275946796	32.4025088675997	34.2558516261971	11.1138681933195	33.3291802468984	1.58442479821935
Ccnl1	55.3377411745576	53.3534933392594	68.5578506831418	74.6626158372086	54.3456172569085	71.6102332601752	0.398002073803481
Ccnl2	56.2848418792567	54.9174567118508	37.436796968498	36.9054755088864	55.6011492955537	37.1711362386922	-0.58093191543527
Ccno	13.9359103691429	18.4100831287897	24.8968429717151	23.8466149442035	16.1729967489663	24.3717289579593	0.591621575708386
Ccnt1	24.4893182215035	24.0403512701186	19.7710223598914	16.1816315692809	24.264834745811	17.9763269645862	-0.432768764246821
Ccnt2	47.7609355369654	51.2533139532082	48.695295812325	41.0691701816838	49.5071247450868	44.8822329970044	-0.141491708254702
Ccny	13.1692097986722	14.4778323634171	16.658916988427	15.5192255986086	13.8235210810447	16.0890712935178	0.218955911056121
Ccnyl1	20.1597150000222	20.0634158369577	38.2605895668268	43.8134234887549	20.1115654184899	41.0370065277908	1.02890011573878
Ccpg1	27.8267207047286	26.721431337418	67.0933305083351	60.9413493018534	27.2740760210733	64.0173399050942	1.23093240781841
Ccrl1	1	1	1	1	1	1	0
Ccrn4l	52.3611389597892	53.1747546681061	70.3885009016503	80.1511224513507	52.7679468139477	75.2698116765005	0.512409512117292
Ccs	13.1692097986722	14.6565710345704	12.9976165514101	10.6931249551389	13.9128904166213	11.8453707532745	-0.232098817519279
Cct2	557.571714866386	557.754023333866	554.870081229914	558.218974428002	557.662869100126	556.544527828958	-0.00289609627828646
Cct3	902.99287188019	922.514966489959	779.856993084604	690.889427411229	912.753919185074	735.373210247917	-0.311749338410891
Cct4	993.643939329954	994.770074303679	1001.2741370132	1007.80336966574	994.207006816817	1004.53875333947	0.0149150457540159
Cct5	787.672086074693	797.800058692745	823.243403263255	727.227126373825	792.736072383719	775.23526481854	-0.0322064265127846
Cct6a	686.963711141697	685.641542544051	657.661090999164	664.014670886809	686.302626842874	660.837880942987	-0.0545484884955272
Cct6b	1.57850117449838	1.78738671153298	4.94275558997284	2.74425330707104	1.68294394301568	3.84350444852194	1.19143521535212
Cct7	780.726680906901	768.620970626969	599.263349028745	486.111353049101	774.673825766935	542.687351038923	-0.513467712822539
Cct8	749.021357316262	767.146376589954	858.758017502319	859.140543961998	758.083866953108	858.949280732159	0.180215482735653
Ccz1	91.4628680537921	88.6096962242474	89.4272631741383	91.4120239527801	90.0362821390197	90.4196435634592	0.00612974559611601
